Filer,Filing,Id,Agency Prefix,Agency Name,Agency,Year,Period Start,Period End,Filing Date,Transaction Type,Filer Name,Department Name,Offices,Position Name,First Name,Middle Name,Last Name,Is City,Description City,Is County,Description County,Is Multi County,Description Multi County,Is State,Is Judge Or Court,Is Candidate,Candidate Election Year,Candidate Office Sought,Is Assuming,Date Assumed Office,Is Leaving,Leaving Statement Start Date,Date Left Office,Is Annual,Annual Start Date,Is Other,Description Other,Categories,Form,Internal,Schedule A1 Count,Schedule A2 Count,Schedule B Count,Schedule C1 Count,Schedule C2 Count,Schedule D Count,Schedule E Count, Comment Count
SFO-1090,154607526,f40f02f24a9b419a990f021ec21028b4,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Yee, Norman",Board of Supervisors,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Supervisor,filerDivisionBoardDistrict:Board of Supervisors,electionDate:None|leavingDate:None,filerAgency:County Transportation Authority,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Transportation Authority Board,electionDate:None|leavingDate:None,filerAgency:Golden Gate Bridge Highway and Transportation District,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Golden Gate Bridge Board of Directors,electionDate:None",Supervisor,Norman,,Yee,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,f40f02f24a9b419a990f021ec21028b4,0,0,0,0,0,0,3,0
SFO-1633,154605654,f5409b0e07b34bfc95281ac40fe94a77,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Rahaim, John","Planning Department, Redevelopment Successor Agency Oversight Board","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director of Planning,filerDivisionBoardDistrict:Planning Department,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Redevelopment Successor Agency Oversight Board,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Redevelopment Successor Agency Oversight Board,electionDate:None","Director of Planning, Board Member",John,,Rahaim,true,San Francisco,true,San Francisco,false,,true,false,false,,,false,,false,,,true,,false,,1,199,f5409b0e07b34bfc95281ac40fe94a77,0,0,0,0,0,3,0,0
SFO-152229,154605413,6956fec89601403daeefa6b4fcb072bc,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Favetti, Katherine",Civil Service Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",Commissioner,Katherine,,Favetti,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,6956fec89601403daeefa6b4fcb072bc,1,0,1,0,0,0,0,1
SFO-2014,154604003,4e0b1772f0fc4464839912bc4f904141,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Sklar, Barbara",Arts Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",Commissioner,Barbara,,Sklar,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,4e0b1772f0fc4464839912bc4f904141,0,0,0,0,0,0,0,0
SFO-1228,154601825,6690cfe2b5024f6f9f61dd1a3c80dc75,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Pascarella, Carl",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Carl,,Pascarella,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,6690cfe2b5024f6f9f61dd1a3c80dc75,0,0,0,0,0,0,0,0
SFO-153213,154601472,14e83278ab114d5d8a971f93e724af7a,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Ackerman, Amy",Status of Women Commission on the,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Status of Women Commission on the,electionDate:None",Commissioner,Amy,,Ackerman,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,14e83278ab114d5d8a971f93e724af7a,0,0,0,0,0,0,0,0
SFO-153421,154592795,f54580752e5c49d08d292e72a8cd6039,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Lee, John",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",Member,John,M.,Lee,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,f54580752e5c49d08d292e72a8cd6039,10,2,1,3,0,0,1,0
SFO-1037,154592707,e8d7567669c5484b908605099fe6bee9,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Lee, Chong-Moon",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:None",Commissioner,Chong-Moon,,Lee,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,e8d7567669c5484b908605099fe6bee9,0,0,0,0,0,0,0,0
SFO-153385,154591836,13aa6a3d1398456b9291f6b7c7a8462a,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Lindo, Leroy",Housing Authority Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",Commissioner,Leroy,Dominic,Lindo,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,13aa6a3d1398456b9291f6b7c7a8462a,0,0,2,0,0,0,0,0
SFO-1909,154591710,fb30d65c8b1545c69b609fbab015891f,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/17/2015,Cover,"Su, Maria","Children Youth and Families Department of, Children & Families First Commission","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Executive Director,filerDivisionBoardDistrict:Children Youth and Families Department of,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Children & Families First Commission,electionDate:None","Executive Director, Member",Maria,,Su,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,fb30d65c8b1545c69b609fbab015891f,1,1,0,1,0,0,0,0
SFO-1298,154587213,3069277b91044e1597f2bec010a8f1b3,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Fields, Steven",Health Authority ,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Health Authority ,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Governing Board Member,filerDivisionBoardDistrict:Health Authority ,electionDate:None",Governing Board Member,Steven,,Fields,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,3069277b91044e1597f2bec010a8f1b3,4,0,0,0,0,0,0,0
SFO-1017,154586732,eed730c53094489d985789be7efb63b7,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Guggenhime, Richard",Airport Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Airport Commission,electionDate:None",Commissioner,Richard,J.,Guggenhime,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,eed730c53094489d985789be7efb63b7,60,17,0,8,0,0,0,0
SFO-152808,154585476,398ea5e93440406d8c872a72590b2546,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Huish, Jay",Retirement System,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Executive Director,filerDivisionBoardDistrict:Retirement System,electionDate:None",Executive Director,Jay,,Huish,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,398ea5e93440406d8c872a72590b2546,0,0,0,1,0,0,0,0
SFO-1592,154585333,40e9586786754deca3f1d1c56f2102ac,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2013,01/01/2013,12/31/2013,03/16/2015,Cover,"Bechtle, Nancy",War Memorial San Francisco,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:War Memorial San Francisco,electionDate:None",Trustee,Nancy,,Bechtle,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,7,40e9586786754deca3f1d1c56f2102ac,0,0,0,0,0,0,0,0
SFO-1646,154573907,5e066eb92f3e481dbd20268f0aeec238,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Grazioli, Joseph",Treasury Oversight Committee,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasury Oversight Committee,electionDate:None",Member,Joseph,,Grazioli,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,5e066eb92f3e481dbd20268f0aeec238,0,0,0,0,0,0,0,0
SFO-1242,154569798,fa729654ee7e4d8cbbc3eeb7379951a2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Wall, Robert",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Robert,,Wall,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,fa729654ee7e4d8cbbc3eeb7379951a2,0,0,0,0,0,0,0,0
SFO-1430,154569753,b59a7f5a9684464db82049631168263b,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Moore, Kathrin",Planning Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Planning Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",Commissioner,Kathrin,,Moore,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,b59a7f5a9684464db82049631168263b,0,1,0,1,0,1,0,0
SFO-152857,154568250,c13552402e904124bfc2df07e8480425,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Cruciger, Marc",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Marc,,Cruciger,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,c13552402e904124bfc2df07e8480425,0,0,0,0,0,0,0,0
SFO-151692,154565218,b562d0101e824b95a05a44af19c2edb5,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/16/2015,Cover,"Brinkman, Cheryl","Municipal Transportation Agency, Parking Authority","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Municipal Transportation Agency,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Parking Authority,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member, Board of Directors,filerDivisionBoardDistrict:Municipal Transportation Agency,electionDate:None","Member, Board of Directors, Commissioner",Cheryl,,Brinkman,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,b562d0101e824b95a05a44af19c2edb5,1,0,1,2,0,0,0,0
SFO-1499,154560242,f796fcf9ee5f4f1193da468dc47f029e,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/15/2015,Cover,"Singh, Darshan",Commission on Community Investment and Infrastructure,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Commission on Community Investment and Infrastructure,electionDate:None",Commissioner,Darshan,H.,Singh,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,f796fcf9ee5f4f1193da468dc47f029e,0,3,1,0,0,0,0,0
SFO-1045,154559393,ad8f2aee99794520944b10ae8c12b8d6,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/14/2015,Cover,"Keating, Charles",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:None",Commissioner,Charles,,Keating,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,ad8f2aee99794520944b10ae8c12b8d6,0,0,0,0,0,0,0,0
SFO-1501,154558357,136f7e54fc05434b8cab9be19a4a58d5,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"Covington, Francee",Fire Department,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Fire Department,electionDate:None",Commissioner,Francee,,Covington,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,136f7e54fc05434b8cab9be19a4a58d5,0,0,0,0,0,0,0,0
SFO-1253,154558024,679ae304d5144126bf8dc032bb7fed32,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"Chung, David",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,David,,Chung,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,679ae304d5144126bf8dc032bb7fed32,0,0,0,0,0,0,0,0
SFO-2005,154556693,c776c81d826e426a9352f5feae5f948d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"Renne, Louise",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Louise,,Renne,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,"2,3,4,5",199,c776c81d826e426a9352f5feae5f948d,0,0,0,0,0,0,0,0
SFO-1776,154555833,a917fbb49a6e46c092399a1540672018,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"de Baubigny, Juliet",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Juliet,,de Baubigny,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,a917fbb49a6e46c092399a1540672018,0,0,0,0,0,0,0,0
SFO-151632,154555294,a95e50ddb3b240bcbbfde04d8695a860,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"Harbin, Katherine",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Katherine,Gregson,Harbin,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,a95e50ddb3b240bcbbfde04d8695a860,0,0,0,0,0,0,0,0
SFO-153045,154551930,5860e153368d4260bd7328bbed26505d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/13/2015,Cover,"Foo, Virginia",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:None",Commissioner,Virginia,,Foo,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,5860e153368d4260bd7328bbed26505d,0,0,0,0,0,0,0,0
SFO-1306,154544810,44afbdecbf9b4c37908f46cb3b796085,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Low, Randall",Health Authority ,"leavingDate:2014-12-31T00:00:00.0000000-08:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Health Authority ,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Governing Board Member,filerDivisionBoardDistrict:Health Authority ,electionDate:None",Governing Board Member,Randall,,Low,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,44afbdecbf9b4c37908f46cb3b796085,5,1,1,0,0,0,0,0
SFO-2021,154538785,6d91ec7be153477bb03378c9803ba7d2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Griffith, Wheeler",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Wheeler,,Griffith,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,6d91ec7be153477bb03378c9803ba7d2,0,0,0,0,0,0,0,0
SFO-1867,154532832,fde51088a0244820b061077660ee50aa,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Danforth, Joan",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:None",Commissioner,Joan,,Danforth,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,fde51088a0244820b061077660ee50aa,0,0,0,0,0,0,0,0
SFO-1592,154526718,7eef18e1138644668dbee140f990b868,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Bechtle, Nancy",War Memorial San Francisco,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:War Memorial San Francisco,electionDate:None",Trustee,Nancy,,Bechtle,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,7eef18e1138644668dbee140f990b868,0,0,0,0,0,0,0,0
SFO-1044,154524519,ba8b33dbf9a04f7e8e514077b326a801,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Tom, Jane",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:None",Commissioner,Jane,,Tom,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,ba8b33dbf9a04f7e8e514077b326a801,0,0,0,0,0,0,0,0
SFO-1399,154523502,140f4bcf0cd84af0985d2419c4db9237,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Fisher, Kathleen",Law Library,"leavingDate:None,filerAgency:City and County of San Francisco Law Library,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Law Library Board of Trustees,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Law Library,electionDate:None",Trustee,Kathleen,Victoria,Fisher,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,140f4bcf0cd84af0985d2419c4db9237,0,0,0,0,0,0,0,0
SFO-1778,154521068,2ea8b6ac1ef241fa9dd093fdf4f79628,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Lamkin, Janet",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Janet,,Lamkin,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,2ea8b6ac1ef241fa9dd093fdf4f79628,0,0,0,0,0,0,0,0
SFO-1241,154542433,e671a2a0bcbc4ed78db091f6fee046f9,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/12/2015,Cover,"Wilsey, Diane","Fine Arts Museums, War Memorial San Francisco","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums of San Francisco,electionDate:None|leavingDate:None,filerAgency:San Francisco War Memorial and Performing Arts Center,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:War Memorial Board of Trustees,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:War Memorial San Francisco,electionDate:None","Trustee, Trustee",Diane,B.,Wilsey,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,"1,2",199,e671a2a0bcbc4ed78db091f6fee046f9,0,0,0,0,0,0,0,0
SFO-1260,154515221,f26a99fab0b0428ba06186027da1f864,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,10/17/2014,12/31/2014,03/11/2015,Cover,"Andrews, Adolphus",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Adolphus,,Andrews,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,10/17/2014,false,,"2,3,4,5",199,f26a99fab0b0428ba06186027da1f864,0,0,0,0,0,0,0,0
SFO-1684,154513850,19c940210610467caa0842bc72ee8324,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,12/31/2013,12/31/2014,03/11/2015,Cover,"Sweet, Michael",Human Rights Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Chair,filerDivisionBoardDistrict:Human Rights Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Rights Commission,electionDate:None",Commissioner,Michael,,Sweet,false,,true,San Francisco,true,San Francisco Bay Area,true,false,false,,,false,,false,,,true,12/31/2013,false,,2,199,19c940210610467caa0842bc72ee8324,0,2,0,2,0,0,0,0
SFO-153424,154509345,375b2a384fed49e1a9d62a87dcac712c,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,12/19/2013,12/31/2014,03/11/2015,Cover,"Valla, Eugene",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",Member,Eugene,,Valla,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,12/19/2013,false,,1,199,375b2a384fed49e1a9d62a87dcac712c,2,1,1,0,0,0,0,0
SFO-153273,154506321,2bb90c80eb23448eb412eddeaca41299,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/11/2015,Cover,"Nance, Allen",Juvenile Probation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Chief Probation Officer,filerDivisionBoardDistrict:Juvenile Probation Department,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Chief Probation Officer,filerDivisionBoardDistrict:Juvenile Probation Commission,electionDate:None",Chief Probation Officer,Allen,,Nance,true,San Francisco,true,San Francisco,false,,true,false,false,,,false,,false,,,true,,false,,1,199,2bb90c80eb23448eb412eddeaca41299,0,0,0,0,0,0,0,0
SFO-151594,154499510,144694a999d14571915a751aa62cc6b1,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/11/2015,Cover,"Arellano, Joseph",Juvenile Probation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Juvenile Probation Commission,electionDate:None",Commissioner,Joseph,,Arellano,true, San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,144694a999d14571915a751aa62cc6b1,0,0,0,0,0,0,0,0
SFO-1169,154498148,c19ff6f00696480bbaff488752d9a6c8,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/10/2015,Cover,"Arntz, John",Elections Department of,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Elections Department of,electionDate:None",Director,John,,Arntz,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,199,c19ff6f00696480bbaff488752d9a6c8,0,0,0,0,0,0,0,0
SFO-1065,154496567,aa618a11ea044e98889600d5cbe86767,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/10/2015,Cover,"Robinson, Diane",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",Member,Diane,,Robinson,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,aa618a11ea044e98889600d5cbe86767,12,0,0,0,0,0,0,0
SFO-153900,154493249,496c9e7ab93a4d5eab20994d7aedead0,SFO,City and County of San Francisco,SFO,2015,01/08/2014,01/07/2015,03/10/2015,Cover,"Conway, Irene",Health Authority,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2015-01-07T00:00:00.0000000-08:00,filerPosition:Member,filerDivisionBoardDistrict:Health Authority ,electionDate:None",Member,Irene,,Conway,false,,true,San Francisco,false,,false,false,false,,,true,01/07/2015,false,,,false,,false,,2,199,496c9e7ab93a4d5eab20994d7aedead0,0,0,0,0,0,0,0,0
SFO-152111,154492930,5e7bfd8099e644c7a76ec850422c0428,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2014,01/01/2014,12/31/2014,03/10/2015,Cover,"Rubin, Jon",Film Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Film Commission,electionDate:None",Commissioner,Jon,,Rubin,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,199,5e7bfd8099e644c7a76ec850422c0428,0,1,0,0,0,0,0,0
