Filer Name,Department Name,Position Name,Offices,Period Start,Period End,Filing Date,Filer,Filing,Id,Transaction Type,Name Of Business Entity,Business Description,Fair Market Value,Fair Market Value As Range,Nature Of Investment,Nature Of Investment Other Description,Partnership Amount,Partnership Amount As Range,Date Acquired,Date Disposed
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,745d5fd8710f422ab97b24dfd0503710,ScheduleA1,IBM,Information Processing Equipment,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,74ebc4704a9b4cc78f0269a47287dfd7,ScheduleA1,IBM,Information Processing Equipment,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,068cb1ded6f748faa365a29a6f1db06c,ScheduleA1,ING Group,Insurance,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,05/28/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,8f207404cb9047e896a0b112eda0c584,ScheduleA1,Kinder Morgan,Oil & Gas Pipelines,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,8ac9755d75b94de6b48fe94e9d86e47f,ScheduleA1,Protective Life,Life Insurance,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,582a1bd7a7f64fcfaafe95f61c07c390,ScheduleA1,QWEST Corp,Telecommunication,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,04/30/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,75790e0825704805860f4b7df8b2374d,ScheduleA1,Southwestern Energy,Independent Oil & Gas,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,bfd9fbcd8632418aaee0d77d48e95cb5,ScheduleA1,Travelers Companies,Insurance,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,73c2db1a22eb4cd6a9d3f317463131b4,ScheduleA1,Walgreens,Drug Stores,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,0a2fa7cf53c24e3a91fb4b7e26adc4d6,ScheduleA1,Digital Realty Trust,Real Estate Investments,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,9e5bbfe104c647d8be7cf40042860fd6,ScheduleA1,FPL Group Inc.,Electric Utilities,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,ac8a45e958d1426a81c34e08c8d46c9a,ScheduleA1,Pebblebrook Hotel,Vacation Properties,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,11/21/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,3a673d385b5447b99a8a39a2823491c3,ScheduleA1,Aspen Ins,Insurance products,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,04/30/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,6cc54c4b79064833997a3c9565287eef,ScheduleA1,Bristol-Myers Squibb Co,Drug Manufacturer,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,0395ac797d8840daa07a7fbb92de9ec2,ScheduleA1,Chevron,Major International Oil/Gas,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,d02c15d1301a4ff7a8d86df35e7dc4f1,ScheduleA1,"Disney, Walt",Entertainment,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,7fdd79b1f9ac47af8a9c2aeef2ef1b39,ScheduleA1,Ecolab,Cleaning Products,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,0b8afb1b222e491d8048a42868c4e42d,ScheduleA1,Freeport McMoran Copper,Copper,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,1a69ac3dc8d446aca4ca6695385bc1f2,ScheduleA1,Google,Internet Information Providers,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,1a32b4b814ee4f42b8249e730181da12,ScheduleA1,Newmont Mining,Gold,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,9c0ded87a41a4c5bad92e2f4309f1ea5,ScheduleA1,Nike,Apparel & Footware,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,06ef9ee8e58b41a59af85f4e86e61a6c,ScheduleA1,Occidental Petroleum,Independent Oil & Gas,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,1d09af4787b24590bcc3ef8248c040ab,ScheduleA1,Oracle Corp,Application Software,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,58dff92d87254af8acd85e4dfd0f5165,ScheduleA1,Reality Income Corp,Real Estate Investment,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,04e5e98ec41e466cb14025e48baf3b62,ScheduleA1,Texas Capital Bank,Bank,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,93b0fe912980473685490d5662e36c7f,ScheduleA1,Wal-Mart,Discount Stores,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,7b0ab9c44fb8490c88d24cd0225cf455,ScheduleA1,CDK Global Inc,Information Services,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,09/30/2014,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,310f417249d5422a969ffb038cb6dbd2,ScheduleA1,Colgate Palmolive,Personal Products,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,93ab0aa8000943f9a7266af425b72152,ScheduleA1,Conoco Phillips,Oil & Gas Exploration and Drilling,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,67fdfc5530a348d9b731b88360bc5865,ScheduleA1,Danaher Corp.,Diversified Machinery,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,e04c85c20a324cf69154e1713b59b505,ScheduleA1,First Republic Bank,Bank,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,04/30/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,c9ec70a37d844a898557039b2ca0e905,ScheduleA1,HCP Inc. REIT,Real Estate Investment,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,a5a37af6dab9487e8bea205f9b266dde,ScheduleA1,Mid Cap SPDR Trust,Investment Services,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Juan River Group,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:2014-09-30T00:00:00.0000000-07:00,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2014,09/30/2014,10/29/2014,SFO-2009,152808327,16e46cdb454a4fb9a08b1c92fce8e7f0,ScheduleA1,Proctor & Gamble,Personal Products,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
